ObjectId,Country,ISO2,ISO3,Indicator,Variable,Unit,Model,Scenarios,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,F2020,F2025,F2030,F2035,F2040,F2045,F2050
444,"Afghanistan, Islamic Rep. of",AF,AFG,Energy prices,Price: Gas,US$2010/GJ,MESSAGEix-GLOBIOM,Net Zero 2050,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,3.7279,4.2724,16.7576,-4.0064,5.3091,3.7465,11.093
445,"Afghanistan, Islamic Rep. of",AF,AFG,Energy prices,Price: Gas,US$2010/GJ,REMIND-MAgPIE,Below 2°C,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,3.9711,4.5987,4.4679,5.2041,5.1447,4.8653,4.9049
446,"Afghanistan, Islamic Rep. of",AF,AFG,Energy prices,Price: Gas,US$2010/GJ,REMIND-MAgPIE,Current Policies,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,3.9711,4.6647,4.6303,5.0297,5.2841,5.5602,5.7592
447,"Afghanistan, Islamic Rep. of",AF,AFG,Energy prices,Price: Gas,US$2010/GJ,REMIND-MAgPIE,Delayed transition,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,3.9711,4.6647,4.6303,5.7319,5.3499,4.7767,4.1935
448,"Afghanistan, Islamic Rep. of",AF,AFG,Energy prices,Price: Gas,US$2010/GJ,REMIND-MAgPIE,Fragmented World,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,3.9711,4.6647,4.6303,4.854,5.2447,5.5672,5.6393
449,"Afghanistan, Islamic Rep. of",AF,AFG,Energy prices,Price: Gas,US$2010/GJ,REMIND-MAgPIE,Low Demand,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,3.9711,4.6568,4.3352,5.2357,4.7106,4.1262,4.1033
450,"Afghanistan, Islamic Rep. of",AF,AFG,Energy prices,Price: Gas,US$2010/GJ,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,3.9711,4.541,4.3304,4.7696,5.0737,5.4085,5.3735
451,"Afghanistan, Islamic Rep. of",AF,AFG,Energy prices,Price: Gas,US$2010/GJ,REMIND-MAgPIE,Net Zero 2050,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,3.9711,5.1474,5.5306,5.9206,5.9116,4.9651,4.4127
452,"Afghanistan, Islamic Rep. of",AF,AFG,Energy prices,Price: Oil,US$2010/GJ,GCAM,Below 2°C,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,15.0223,15.602,15.997,16.1666,16.25,16.4655,16.354
453,"Afghanistan, Islamic Rep. of",AF,AFG,Energy prices,Price: Oil,US$2010/GJ,GCAM,Current Policies,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,15.0223,15.3121,15.502,15.6615,15.7832,15.8518,15.6449
454,"Afghanistan, Islamic Rep. of",AF,AFG,Energy prices,Price: Oil,US$2010/GJ,GCAM,Delayed transition,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,15.0224,15.3121,15.5021,16.093,16.2719,16.2051,15.9001
455,"Afghanistan, Islamic Rep. of",AF,AFG,Energy prices,Price: Oil,US$2010/GJ,GCAM,Fragmented World,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,15.0223,15.3121,15.502,15.8315,15.8711,15.7892,15.263
456,"Afghanistan, Islamic Rep. of",AF,AFG,Energy prices,Price: Oil,US$2010/GJ,GCAM,Low Demand,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,15.0223,15.28,15.3545,15.3464,15.485,16.3602,16.47
457,"Afghanistan, Islamic Rep. of",AF,AFG,Energy prices,Price: Oil,US$2010/GJ,GCAM,Nationally Determined Contributions (NDCs),"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,15.0223,15.314,15.4697,15.61,15.8194,15.9535,15.8355
458,"Afghanistan, Islamic Rep. of",AF,AFG,Energy prices,Price: Oil,US$2010/GJ,GCAM,Net Zero 2050,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,15.0223,15.6324,16.1403,16.2997,16.556,17.9176,18.1384
459,"Afghanistan, Islamic Rep. of",AF,AFG,Energy prices,Price: Oil,US$2010/GJ,MESSAGEix-GLOBIOM,Below 2°C,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.5589,3.6745,3.6179,4.0568,4.0954,4.5143,4.8236
460,"Afghanistan, Islamic Rep. of",AF,AFG,Energy prices,Price: Oil,US$2010/GJ,MESSAGEix-GLOBIOM,Current Policies,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.5589,3.6772,3.9971,4.3765,4.7144,5.0861,5.385
461,"Afghanistan, Islamic Rep. of",AF,AFG,Energy prices,Price: Oil,US$2010/GJ,MESSAGEix-GLOBIOM,Delayed transition,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.5589,3.6772,3.9971,4.2235,4.0805,4.7634,4.3801
462,"Afghanistan, Islamic Rep. of",AF,AFG,Energy prices,Price: Oil,US$2010/GJ,MESSAGEix-GLOBIOM,Fragmented World,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.5589,3.6772,3.9971,4.4388,4.3895,4.8662,5.7964
463,"Afghanistan, Islamic Rep. of",AF,AFG,Energy prices,Price: Oil,US$2010/GJ,MESSAGEix-GLOBIOM,Low Demand,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.5589,3.6745,3.2217,3.8138,4.5752,7.2462,2.6796
464,"Afghanistan, Islamic Rep. of",AF,AFG,Energy prices,Price: Oil,US$2010/GJ,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.5589,3.6745,4.011,4.3389,4.4139,4.8986,5.395
465,"Afghanistan, Islamic Rep. of",AF,AFG,Energy prices,Price: Oil,US$2010/GJ,MESSAGEix-GLOBIOM,Net Zero 2050,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.5589,3.6745,5.2774,4.9289,9.5201,3.5549,5.1707
466,"Afghanistan, Islamic Rep. of",AF,AFG,Energy prices,Price: Oil,US$2010/GJ,REMIND-MAgPIE,Below 2°C,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,11.1918,12.3944,13.1936,13.1533,14.3813,15.7881,17.0372
467,"Afghanistan, Islamic Rep. of",AF,AFG,Energy prices,Price: Oil,US$2010/GJ,REMIND-MAgPIE,Current Policies,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,11.1918,12.923,13.7395,14.0862,15.7503,17.553,19.4513
468,"Afghanistan, Islamic Rep. of",AF,AFG,Energy prices,Price: Oil,US$2010/GJ,REMIND-MAgPIE,Delayed transition,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,11.1918,12.923,13.7395,13.6337,14.3796,15.898,17.1657
469,"Afghanistan, Islamic Rep. of",AF,AFG,Energy prices,Price: Oil,US$2010/GJ,REMIND-MAgPIE,Fragmented World,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,11.1918,12.923,13.7395,13.8446,15.3055,17.0406,18.6781
470,"Afghanistan, Islamic Rep. of",AF,AFG,Energy prices,Price: Oil,US$2010/GJ,REMIND-MAgPIE,Low Demand,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,11.1918,11.7366,11.065,11.3465,12.1038,12.9514,13.7653
471,"Afghanistan, Islamic Rep. of",AF,AFG,Energy prices,Price: Oil,US$2010/GJ,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,11.1918,12.8033,13.4785,13.705,15.3123,17.1199,18.7941
472,"Afghanistan, Islamic Rep. of",AF,AFG,Energy prices,Price: Oil,US$2010/GJ,REMIND-MAgPIE,Net Zero 2050,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,11.1918,12.1243,12.6335,12.2863,12.9663,13.827,14.5051
473,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Solar,EJ/yr,GCAM,Below 2°C,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0.0002,0.0005,0.0013,0.0031,0.0073,0.0159
474,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Solar,EJ/yr,GCAM,Current Policies,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0.0004,0.0011,0.0021,0.0038,0.0061,0.0095
475,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Solar,EJ/yr,GCAM,Delayed transition,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0.0004,0.0009,0.0009,0.0021,0.0051,0.0116
476,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Solar,EJ/yr,GCAM,Fragmented World,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0.0004,0.0009,0.0018,0.0032,0.0053,0.0083
477,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Solar,EJ/yr,GCAM,Low Demand,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0.0002,0.0005,0.0013,0.0038,0.0111,0.0248
478,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Solar,EJ/yr,GCAM,Nationally Determined Contributions (NDCs),"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0.0004,0.001,0.002,0.0038,0.0066,0.0112
479,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Solar,EJ/yr,GCAM,Net Zero 2050,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0.0002,0.0005,0.0016,0.0049,0.0148,0.0315
480,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Solar,EJ/yr,MESSAGEix-GLOBIOM,Below 2°C,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0001,0.0002,0.0004,0.001,0.0017,0.0034,0.0065
481,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Solar,EJ/yr,MESSAGEix-GLOBIOM,Current Policies,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0001,0.0005,0.001,0.0022,0.0036,0.0056,0.0093
482,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Solar,EJ/yr,MESSAGEix-GLOBIOM,Delayed transition,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0001,0.0004,0.0009,0.0007,0.0017,0.0037,0.0071
483,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Solar,EJ/yr,MESSAGEix-GLOBIOM,Fragmented World,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0001,0.0003,0.0006,0.0014,0.0029,0.0047,0.0081
484,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Solar,EJ/yr,MESSAGEix-GLOBIOM,Low Demand,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0002,0.0006,0.0022,0.0063,0.0115,0.0186,0.0294
485,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Solar,EJ/yr,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0001,0.0004,0.0009,0.0016,0.0029,0.0058,0.0099
486,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Solar,EJ/yr,MESSAGEix-GLOBIOM,Net Zero 2050,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0001,0.0003,0.0007,0.002,0.0035,0.0065,0.012
487,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Solar,EJ/yr,REMIND-MAgPIE,Below 2°C,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0.0003,0.0016,0.0054,0.0131,0.0269,0.0476
488,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Solar,EJ/yr,REMIND-MAgPIE,Current Policies,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0.0004,0.0016,0.0045,0.0099,0.0183,0.0297
489,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Solar,EJ/yr,REMIND-MAgPIE,Delayed transition,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0.0004,0.0016,0.0026,0.0078,0.0187,0.0352
490,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Solar,EJ/yr,REMIND-MAgPIE,Fragmented World,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0.0004,0.0016,0.0033,0.007,0.013,0.0218
491,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Solar,EJ/yr,REMIND-MAgPIE,Low Demand,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0.001,0.0055,0.0165,0.0359,0.0669,0.1076
492,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Solar,EJ/yr,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0.0004,0.0018,0.0057,0.0131,0.024,0.0382
493,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Solar,EJ/yr,REMIND-MAgPIE,Net Zero 2050,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0.0003,0.0021,0.0067,0.0176,0.0436,0.0845
494,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Solids,EJ/yr,GCAM,Below 2°C,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.1849,0.185,0.195,0.1933,0.1779,0.153,0.12
495,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Solids,EJ/yr,GCAM,Current Policies,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.187,0.1882,0.2006,0.2095,0.2178,0.2345,0.2449
496,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Solids,EJ/yr,GCAM,Delayed transition,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.1871,0.1882,0.2008,0.2083,0.1933,0.17,0.1307
497,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Solids,EJ/yr,GCAM,Fragmented World,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.1845,0.1909,0.207,0.2156,0.2196,0.2317,0.2349
498,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Solids,EJ/yr,GCAM,Low Demand,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.1861,0.1912,0.2046,0.1993,0.1703,0.1236,0.0883
499,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Solids,EJ/yr,GCAM,Nationally Determined Contributions (NDCs),"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.1852,0.1941,0.2077,0.2171,0.2213,0.2325,0.2319
